OID_,TARGET_FID,StationCode,SampleDate,CollectionDepth,FIRST_TargetLatitude,FIRST_TargetLongitude,FIRST_StationName,FIRST_CollectionMethodName,HUC10,HUC12,RASTERVALU
1636,1623,531XGIDLR,9/17/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1637,1624,531XGIDLR,9/17/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1638,1655,531XGIDLR,10/29/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1639,1656,531XGIDLR,10/29/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1640,1657,531XGIDLR,10/29/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1641,1667,531XGIDLR,11/19/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1642,1668,531XGIDLR,11/19/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1643,1669,531XGIDLR,11/19/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1644,1682,531XGIDLR,12/10/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1645,1683,531XGIDLR,12/10/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1646,1684,531XGIDLR,12/10/2013 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1647,1694,531XGIDLR,1/14/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1648,1695,531XGIDLR,1/14/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1649,1715,531XGIDLR,2/10/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1650,1716,531XGIDLR,2/10/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1651,1717,510LHRWBI,2/11/2014 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1652,1763,531XGIDLR,3/18/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1653,1764,531XGIDLR,3/18/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1654,1777,531XGIDLR,4/15/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1655,1778,531XGIDLR,4/15/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Sediment_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1656,1792,510LHRWBI,5/20/2014 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1657,1797,531XGIDLR,5/20/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1658,1798,531XGIDLR,5/20/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1659,1814,510LHRWBI,6/17/2014 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1660,1821,531XGIDLR,6/17/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1661,1822,531XGIDLR,6/17/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1662,1834,510LHRWBI,7/15/2014 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1663,1839,531XGIDLR,7/15/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1664,1840,531XGIDLR,7/15/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1665,1857,510LHRWBI,8/19/2014 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1666,1865,531XGIDLR,8/19/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1667,1866,531XGIDLR,8/19/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1668,1880,531XGIDLR,9/16/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1669,1881,531XGIDLR,9/16/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1670,1900,531XGIDLR,10/21/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1671,1901,531XGIDLR,10/21/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1672,1911,531XGIDLR,11/18/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1673,1912,531XGIDLR,11/18/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1674,1920,531XGIDLR,12/2/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1675,1921,531XGIDLR,12/2/2014 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1676,1935,531XGIDLR,1/20/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1677,1936,531XGIDLR,1/20/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1678,1949,531XGIDLR,2/7/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1679,1950,531XGIDLR,2/7/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1680,1952,510LHRWBI,2/9/2015 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1681,1990,531XGIDLR,3/18/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1682,1991,531XGIDLR,3/18/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1683,2002,B9D81281401,4/9/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1684,2029,531XGIDLR,4/23/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1685,2030,531XGIDLR,4/23/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1686,2037,B9D81281401,5/5/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1687,2042,510LHRWBI,5/19/2015 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1688,2047,531XGIDLR,5/19/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1689,2048,531XGIDLR,5/19/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1690,2064,B9D81281401,6/2/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1691,2068,510LHRWBI,6/16/2015 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1692,2072,531XGIDLR,6/16/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1693,2073,531XGIDLR,6/16/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1694,2090,B9D81281401,7/7/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1695,2095,510LHRWBI,7/21/2015 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1696,2116,B9D81281401,8/6/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1697,2117,510LHRWBI,8/18/2015 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1698,2138,531XGIDLR,8/20/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1699,2139,531XGIDLR,8/20/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1700,2153,B9D81281401,9/10/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1701,2157,531XGIDLR,9/15/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1702,2158,531XGIDLR,9/15/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1703,2193,B9D81281401,10/6/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1704,2243,B9D81281401,12/8/2015 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1705,2244,531XGIDLR,12/14/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1706,2245,531XGIDLR,12/14/2015 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1707,2254,B9D81281401,1/5/2016 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1708,2258,510LHRWBI,1/6/2016 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1709,2276,B9D81281401,2/2/2016 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1710,2312,B9D81281401,3/8/2016 0:00:00,0.000000000000000,38.225002000000003,-121.674804699999996,Cache Slough near Ryer Island,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1711,2323,531XGIDLR,4/19/2016 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1712,2324,531XGIDLR,4/19/2016 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1713,2353,510LHRWBI,5/17/2016 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1714,2378,510LHRWBI,6/21/2016 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1715,2379,531XGIDLR,6/21/2016 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1716,2380,531XGIDLR,6/21/2016 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1717,2407,510LHRWBI,7/19/2016 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1718,2433,510LHRWBI,8/16/2016 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1719,2457,510ADVLIM,8/22/2016 0:00:00,0.000000000000000,38.242130000000003,-121.685386699999995,Cache Slough at Liberty Island Mouth-510ADVLIM,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1720,2458,510ADVLIM,8/22/2016 0:00:00,0.000000000000000,38.242130000000003,-121.685386699999995,Cache Slough at Liberty Island Mouth-510ADVLIM,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1721,2469,531XGIDLR,9/20/2016 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1722,2470,531XGIDLR,9/20/2016 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1723,2514,510ADVLIM,11/14/2016 0:00:00,0.000000000000000,38.242130000000003,-121.685386699999995,Cache Slough at Liberty Island Mouth-510ADVLIM,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1724,2515,510ADVLIM,11/14/2016 0:00:00,0.000000000000000,38.242130000000003,-121.685386699999995,Cache Slough at Liberty Island Mouth-510ADVLIM,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1725,2547,510LHRWBI,1/5/2017 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1726,2567,531XGIDLR,1/11/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1727,2568,531XGIDLR,1/11/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1728,2574,531XGIDLR,2/21/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1729,2575,510ADVLIM,2/28/2017 0:00:00,0.000000000000000,38.242130000000003,-121.685386699999995,Cache Slough at Liberty Island Mouth-510ADVLIM,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1730,2623,531XGIDLR,4/18/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1731,2624,531XGIDLR,4/18/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1732,2635,510ADVLIM,4/25/2017 0:00:00,0.000000000000000,38.242130000000003,-121.685386699999995,Cache Slough at Liberty Island Mouth-510ADVLIM,Water_Grab,1802016306.000000000000000,180201630606.000000000000000,1
1733,2649,510LHRWBI,5/16/2017 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1734,2676,510LHRWBI,6/20/2017 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1735,2693,510LHRWBI,7/18/2017 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1736,2705,510LHRWBI,8/22/2017 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1737,2731,531XGIDLR,9/20/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1738,2736,531XGIDLR,10/25/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1739,2737,531XGIDLR,10/25/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1740,2747,531XGIDLR,11/28/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1741,2748,531XGIDLR,11/28/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1742,2756,531XGIDLR,12/26/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1743,2757,531XGIDLR,12/26/2017 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1744,2762,510LHRWBI,1/11/2018 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1745,2774,531XGIDLR,1/23/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1746,2777,531XGIDLR,2/20/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1747,2798,531XGIDLR,3/14/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1748,2829,531XGIDLR,4/17/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1749,2830,531XGIDLR,4/17/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1750,2837,510LHRWBI,5/15/2018 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1751,2842,531XGIDLR,5/15/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1752,2843,531XGIDLR,5/15/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1753,2878,510LHRWBI,6/19/2018 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1754,2881,531XGIDLR,6/19/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1755,2882,531XGIDLR,6/19/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1756,2918,510LHRWBI,7/17/2018 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1757,2921,531XGIDLR,7/17/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1758,2922,531XGIDLR,7/17/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1759,2977,510LHRWBI,8/21/2018 0:00:00,0.000000000000000,38.104869999999998,-121.592987100000002,Light House Restaurant @ West Brannon Island Rd,Field Method,1802016307.000000000000000,180201630703.000000000000000,2
1760,2982,531XGIDLR,8/21/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1761,2983,531XGIDLR,8/21/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1762,3021,531XGIDLR,9/18/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1763,3022,531XGIDLR,9/18/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1764,3034,531XGIDLR,10/16/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1765,3035,531XGIDLR,10/16/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1766,3040,531XGIDLR,11/23/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1767,3041,531XGIDLR,11/23/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1768,3044,531XGIDLR,12/18/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Water_Grab,1802016307.000000000000000,180201630702.000000000000000,0
1769,3045,531XGIDLR,12/18/2018 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1770,3047,531XGIDLR,1/8/2019 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1771,3050,531XGIDLR,2/19/2019 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1772,3052,531XGIDLR,3/19/2019 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1773,3053,531XGIDLR,4/16/2019 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1774,3059,531XGIDLR,5/21/2019 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1775,3062,531XGIDLR,6/18/2019 0:00:00,0.000000000000000,38.239899000000001,-121.564903299999997,Grand Island Drain near Leary Road,Field Method,1802016307.000000000000000,180201630702.000000000000000,0
1776,3067,544CCC020,8/22/2019 0:00:00,0.000000000000000,38.062080000000002,-121.609359699999999,False River at Webb Tract,Field Method,1804000309.000000000000000,180400030906.000000000000000,1
