,Program,Project,Projectcode,Parentproject,StationName,StationCode,Datum,GeometryShape,SampleDate,CollectionTime,SamplingAgency,ProtocolCode,LocationCode,HydroModLoc,Hydromod,CollectionReplicate,CollectionMethodName,SampleType,PersonnelCode,SampleComments,BACollectionComments,CollectionDeviceName,LabSampleID,FinalID,Phylum,Class,Orders,Family,Genus,Species,LifeStageName,DistinctOrganism,Counts,BAResult,Unit,TaxonomicQualifier,ExcludedTaxa,Comments,SieveSize,SieveSizeUnit,CollectionDepth,UnitCollectionDepth,GrabSize,UnitGrabSize,ResQualCode,ComplianceCode,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID,geometry,Subregion,
1142,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Navicula recens,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula recens,Not Recorded,0,NA,10,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1143,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Navicula reichardtiana,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula reichardtiana,Not Recorded,0,NA,3,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1144,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Navicula tripunctata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula tripunctata,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1145,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Navicula veneta,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula veneta,Not Recorded,0,NA,14,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1146,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia amphibia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia amphibia,Not Recorded,0,NA,14,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1147,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia archibaldii,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia archibaldii,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1148,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia dissipata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia dissipata,Not Recorded,0,NA,3,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1149,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia filiformis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia filiformis,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1150,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia frustulum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia frustulum,Not Recorded,0,NA,6,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1151,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia inconspicua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia inconspicua,Not Recorded,0,NA,51,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1152,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia palea var debilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea,Not Recorded,0,NA,43,count,None,NA,OLD Final ID: Nitzschia palea var debilis,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1153,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Nitzschia pseudofonticola,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia pseudofonticola,Not Recorded,0,NA,12,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1154,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Planothidium frequentissimum,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,Planothidium,Planothidium frequentissimum,Not Recorded,0,NA,3,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1155,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Pseudostaurosira trainorii,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,Pseudostaurosira,Pseudostaurosira trainorii,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1156,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Reimeria uniseriata,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,Reimeria uniseriata,Not Recorded,0,NA,4,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1157,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Rhoicosphenia abbreviata,Bacillariophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Rhoicosphenia,Rhoicosphenia abbreviata,Not Recorded,0,NA,49,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1158,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Surirella brebissonii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella brebissonii,Not Recorded,0,NA,4,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1159,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Surirella minuta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella minuta,Not Recorded,0,NA,8,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1160,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Synedra ulna,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra ulna,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1161,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Tabularia fasciculata,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Tabularia,Tabularia fasciculata,Not Recorded,0,NA,39,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1162,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Tryblionella apiculata,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella apiculata,Not Recorded,0,NA,43,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1163,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Integrated,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.05-06,Tryblionella calida,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella calida,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1164,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Macroalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.02-06,Cladophora glomerata,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,Not Recorded,0,3.75E+11,NA,um3/cm2,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1165,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Macroalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.02-06,Rhizoclonium hieroglyphicum,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium,Rhizoclonium hieroglyphicum,Not Recorded,0,2.50E+10,NA,um3/cm2,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1166,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Microalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.04-06,Chlorophyta 1,Chlorophyta,NA,NA,NA,NA,NA,Not Recorded,0,122506,NA,um3/cm2,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1167,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Microalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.04-06,Oedogonium,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium,NA,Not Recorded,0,447328,NA,um3/cm2,O,NA,OLD Final ID: Oedogonium sp 3,None,0,NA,m,138.6,cm2,=,Qual,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1168,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Microalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.04-06,Oscillatoriales,Cyanobacteria,Cyanophyceae,Oscillatoriales,NA,NA,NA,Not Recorded,0,31445.9,NA,um3/cm2,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1169,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Microalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.04-06,Phormidium formosum,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,Phormidium formosum,Not Recorded,0,324568,NA,um3/cm2,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1170,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Microalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.04-06,Phormidium sp 3_EcoA,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,Phormidium sp 3_EcoA,Not Recorded,0,151148,NA,um3/cm2,O,NA,NA,None,0,NA,m,138.6,cm2,=,Qual,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1171,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,BASMAA RMC Monitoring in WY2015,Marsh Creek,544R01305,NAD83,Point,4/23/2015,1899-12-31 10:30:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2014v2,Midchannel,NA,NA,2,Algae_SWAMP,Microalgae,0,NA,"Collected within 30 days of rainfall > 0.5""",RubDelim & PVCDelim,7085.04-06,Rhizoclonium hieroglyphicum,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium,Rhizoclonium hieroglyphicum,Not Recorded,0,27918000,NA,um3/cm2,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.706, 37.9442),Confluence
1172,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Achnanthidium minutissimum,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,Achnanthidium,Achnanthidium minutissimum,Not Recorded,0,NA,72,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1173,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Achnanthidium rivulare,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,Achnanthidium,Achnanthidium rivulare,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1174,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Amphora copulata,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora copulata,Not Recorded,0,NA,7,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1175,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Amphora ovalis,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora ovalis,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
